Maimai data courtesy Jeff McDonnell           
1.0  ! stepsize (d)            
ST1: All data in mm/d           
ST2           
ST3           
*  ! list directed format ok here   
year,     month,   day,    hour,    min,    QC,   P (mm/d),  E (mm/d),  Q_obs (mm/d),  P-E (mm/d), 
1986		4		27		0		0		0		21.8	1.88998		8.448821		19.91002
1986		4		28		0		0		0		37.8	1.88998		28.34166		35.91002
1986		4		29		0		0		0		11.3	1.88998		5.211379		9.41002
1986		4		30		0		0		0		3.8		1.88998		6.156			1.91002
1986		5		1		0		0		0		0		1.88998		3.107084		0
1986		5		2		0		0		0		12.9	1.23		3.996663		11.67
1986		5		3		0		0		0		5.9		1.23		4.563474		4.67
1986		5		4		0		0		0		0		1.23		3.206274		0
1986		5		5		0		0		0		19.3	1.23		6.483979		18.07
1986		5		6		0		0		0		4.5		1.23		6.599653		3.27
1986		5		7		0		0		0		0		1.23		4.066105		0
1986		5		8		0		0		0		0		1.23		2.981937		0
1986		5		9		0		0		0		0		1.23		2.063368		0
1986		5		10		0		0		0		0		1.23		1.197663		0
1986		5		11		0		0		0		1.9		1.23		0.8867369		0.67
1986		5		12		0		0		0		19.1	1.23		6.34879			17.87
1986		5		13		0		0		0		0		1.23		2.419105		0
1986		5		14		0		0		0		0		1.23		1.562779		0
1986		5		15		0		0		0		0		1.23		1.276958		0
1986		5		16		0		0		0		0		1.23		1.025905		0
1986		5		17		0		0		0		6.3		1.23		0.9628105		5.07
1986		5		18		0		0		0		28.1	1.23		12.41924		26.87
1986		5		19		0		0		0		1.9		1.23		4.061842		0.67
1986		5		20		0		0		0		0		1.23		2.556379		0
1986		5		21		0		0		0		31.4	1.23		11.30362		30.17
1986		5		22		0		0		0		12.2	1.23		15.22516		10.97
1986		5		23		0		0		0		1.5		1.23		6.62779			0.27
1986		5		24		0		0		0		0		1.23		3.377653		0
1986		5		25		0		0		0		0.8		1.23		2.392863		0
1986		5		26		0		0		0		0		1.23		1.823684		0
1986		5		27		0		0		0		0		1.23		1.563726		0
1986		5		28		0		0		0		0		1.23		1.231674		0
1986		5		29		0		0		0		0		1.23		0.8112316		0
1986		5		30		0		0		0		2.2		1.23		0.704179		0.97
1986		5		31		0		0		0		49.1	1.23		13.13109		47.87
1986		6		1		0		0		0		18.3	1.23		19.69882		17.07
1986		6		2		0		0		0		14.6	0.9			15.40743		13.7
1986		6		3		0		0		0		0		0.9			4.129674		0
1986		6		4		0		0		0		0		0.9			2.466189		0
1986		6		5		0		0		0		22.5	0.9			6.072253		21.6
1986		6		6		0		0		0		5.6		0.9			7.871684		4.7
1986		6		7		0		0		0		0		0.9			3.437716		0
1986		6		8		0		0		0		0		0.9			2.253221		0
1986		6		9		0		0		0		0		0.9			1.756705		0
1986		6		10		0		0		0		24.2	0.9			4.263632		23.3
1986		6		11		0		0		0		20.1	0.9			9.676231		19.2
1986		6		12		0		0		0		8.8		0.9			15.69846		7.9
1986		6		13		0		0		0		20		0.9			7.55119			19.1
1986		6		14		0		0		0		1.6		0.9			10.44256		0.7
1986		6		15		0		0		0		0		0.9			4.090547		0
1986		6		16		0		0		0		3.6		0.9			2.945085		2.7
1986		6		17		0		0		0		0		0.9			2.176011		0
1986		6		18		0		0		0		0		0.9			1.542316		0
1986		6		19		0		0		0		0		0.9			1.239821		0
1986		6		20		0		0		0		0		0.9			1.054421		0
1986		6		21		0		0		0		0.6		0.9			0.9856421		0
1986		6		22		0		0		0		61.6	0.9			25.99598		60.7
1986		6		23		0		0		0		13.7	0.9			19.30481		12.8
1986		6		24		0		0		0		12.2	0.9			7.962632		11.3
1986		6		25		0		0		0		12.5	0.9			11.82619		11.6
1986		6		26		0		0		0		4.1		0.9			7.364653		3.2
1986		6		27		0		0		0		0.8		0.9			5.269358		0
1986		6		28		0		0		0		7.9		0.9			4.178653		7
1986		6		29		0		0		0		29.7	0.9			18.59391		28.8
1986		6		30		0		0		0		18.2	0.9			17.68737		17.3
1986		7		1		0		0		0		0		0.9			8.816779		0
1986		7		2		0		0		0		0		0.97		4.587253		0
1986		7		3		0		0		0		0		0.97		3.029684		0
1986		7		4		0		0		0		0		0.97		2.135558		0
1986		7		5		0		0		0		0		0.97		1.550084		0
1986		7		6		0		0		0		0		0.97		1.296568		0
1986		7		7		0		0		0		22.3	0.97		4.986758		21.33
1986		7		8		0		0		0		6		0.97		5.453906		5.03
1986		7		9		0		0		0		0		0.97		3.855316		0
1986		7		10		0		0		0		0		0.97		3.015379		0
1986		7		11		0		0		0		5.7		0.97		3.5352			4.73
1986		7		12		0		0		0		0		0.97		3.010169		0
1986		7		13		0		0		0		0		0.97		1.882421		0
1986		7		14		0		0		0		0		0.97		1.454021		0
1986		7		15		0		0		0		0		0.97		1.183453		0
1986		7		16		0		0		0		0		0.97		0.9299368		0
1986		7		17		0		0		0		0		0.97		0.7901053		0
1986		7		18		0		0		0		0		0.97		0.7222737		0
1986		7		19		0		0		0		0		0.97		0.6574737		0
1986		7		20		0		0		0		0		0.97		0.5983579		0
1986		7		21		0		0		0		0		0.97		0.5395263		0
1986		7		22		0		0		0		0		0.97		0.4845789		0
1986		7		23		0		0		0		0		0.97		0.4990737		0
1986		7		24		0		0		0		0		0.97		0.4833473		0
1986		7		25		0		0		0		50.7	0.97		14.14753		49.73
1986		7		26		0		0		0		38.9	0.97		31.87658		37.93
1986		7		27		0		0		0		5.4		0.97		9.111979		4.43
1986		7		28		0		0		0		3.2		0.97		4.196369		2.23
1986		7		29		0		0		0		24.2	0.97		10.5282			23.23
1986		7		30		0		0		0		5.6		0.97		9.747853		4.63
1986		7		31		0		0		0		16.7	0.97		11.50011		15.73
1986		8		1		0		0		0		19.3	0.97		10.45137		18.33
1986		8		2		0		0		0		32.2	1.42		31.03645		30.78
1986		8		3		0		0		0		0		1.42		8.7516			0
1986		8		4		0		0		0		0		1.42		4.163021		0
1986		8		5		0		0		0		0		1.42		3.113242		0
1986		8		6		0		0		0		0		1.42		2.371926		0
1986		8		7		0		0		0		0		1.42		1.677789		0
1986		8		8		0		0		0		2.2		1.42		1.103968		0.78
1986		8		9		0		0		0		3.8		1.42		1.104253		2.38
1986		8		10		0		0		0		1.5		1.42		0.9910421		0.0800000000000001
1986		8		11		0		0		0		0.8		1.42		0.8847474		0
1986		8		12		0		0		0		0		1.42		0.6972632		0
1986		8		13		0		0		0		0		1.42		0.5874632		0
1986		8		14		0		0		0		0		1.42		0.534221		0
1986		8		15		0		0		0		0		1.42		0.5087369		0
1986		8		16		0		0		0		0		1.42		0.4956631		0
1986		8		17		0		0		0		0		1.42		0.4979369		0
1986		8		18		0		0		0		0		1.42		0.4981264		0
1986		8		19		0		0		0		0.5		1.42		0.5008738		0
1986		8		20		0		0		0		58.4	1.42		24.51808		56.98
1986		8		21		0		0		0		0.6		1.42		11.26402		0
1986		8		22		0		0		0		9.9		1.42		6.150506		8.48
1986		8		23		0		0		0		2.4		1.42		8.082			0.98
1986		8		24		0		0		0		0		1.42		5.326863		0
1986		8		25		0		0		0		0		1.42		3.645948		0
1986		8		26		0		0		0		0		1.42		2.758074		0
1986		8		27		0		0		0		0		1.42		2.363874		0
1986		8		28		0		0		0		0		1.42		1.6524			0
1986		8		29		0		0		0		0		1.42		0.8167263		0
1986		8		30		0		0		0		0		1.42		0.586421		0
1986		8		31		0		0		0		0		1.42		0.5170737		0
1986		9		1		0		0		0		0.6		1.42		0.4847684		0
1986		9		2		0		0		0		16.1	1.88		2.1114			14.22
1986		9		3		0		0		0		17.9	1.88		3.422274		16.02
1986		9		4		0		0		0		2.1		1.88		4.668537		0.22
1986		9		5		0		0		0		0		1.88		2.172884		0
1986		9		6		0		0		0		0		1.88		1.376432		0
1986		9		7		0		0		0		4.2		1.88		1.075832		2.32
1986		9		8		0		0		0		42.8	1.88		21.47637		40.92
1986		9		9		0		0		0		4.9		1.88		8.170295		3.02
1986		9		10		0		0		0		0		1.88		3.305653		0
1986		9		11		0		0		0		0.4		1.88		1.995916		0
1986		9		12		0		0		0		12.9	1.88		2.526442		11.02
1986		9		13		0		0		0		2.9		1.88		3.620937		1.02
1986		9		14		0		0		0		0.5		1.88		2.125232		0
1986		9		15		0		0		0		16.2	1.88		2.500674		14.32
1986		9		16		0		0		0		70.4	1.88		54.17564		68.52
1986		9		17		0		0		0		0.4		1.88		6.254432		0
1986		9		18		0		0		0		0		1.88		3.058674		0
1986		9		19		0		0		0		0		1.88		1.980853		0
1986		9		20		0		0		0		0		1.88		1.425979		0
1986		9		21		0		0		0		0		1.88		1.114674		0
1986		9		22		0		0		0		0		1.88		0.9076737		0
1986		9		23		0		0		0		0		1.88		0.9656526		0
1986		9		24		0		0		0		0		1.88		1.964179		0
1986		9		25		0		0		0		0		1.88		1.396705		0
1986		9		26		0		0		0		5.4		1.88		0.2874316		3.52
1986		9		27		0		0		0		0		1.88		0.1807579		0
1986		9		28		0		0		0		5.6		1.88		0.3355579		3.72
1986		9		29		0		0		0		0.2		1.88		0.2051053		0
1986		9		30		0		0		0		0.8		1.88		0.1154842		0
1986		10		1		0		0		0		0.7		1.88		0.09312632		0
1986		10		2		0		0		0		0		2.40002		0.0956842		0
1986		10		3		0		0		0		2.3		2.40002		0.3387789		0
1986		10		4		0		0		0		27.1	2.40002		4.890789		24.69998
1986		10		5		0		0		0		22		2.40002		5.451632		19.59998
1986		10		6		0		0		0		7.2		2.40002		11.59617		4.79998
1986		10		7		0		0		0		0		2.40002		3.979895		0
1986		10		8		0		0		0		0		2.40002		1.957453		0
1986		10		9		0		0		0		6.4		2.40002		1.193305		3.99998
1986		10		10		0		0		0		0.9		2.40002		1.029695		0
1986		10		11		0		0		0		1.8		2.40002		0.8653263		0
1986		10		12		0		0		0		4.1		2.40002		1.133242		1.69998
1986		10		13		0		0		0		0.5		2.40002		0.8517789		0
1986		10		14		0		0		0		10.6	2.40002		1.171137		8.19998
1986		10		15		0		0		0		0.4		2.40002		1.326221		0
1986		10		16		0		0		0		3.4		2.40002		0.8367158		0.99998
1986		10		17		0		0		0		6.5		2.40002		1.863947		4.09998
1986		10		18		0		0		0		7.4		2.40002		1.613369		4.99998
1986		10		19		0		0		0		1		2.40002		1.575189		0
1986		10		20		0		0		0		0		2.40002		0.974179		0
1986		10		21		0		0		0		0		2.40002		0.7761789		0
1986		10		22		0		0		0		34.1	2.40002		10.05632		31.69998
1986		10		23		0		0		0		14.1	2.40002		11.10799		11.69998
1986		10		24		0		0		0		0.9		2.40002		4.504737		0
1986		10		25		0		0		0		11		2.40002		3.826705		8.59998
1986		10		26		0		0		0		0.5		2.40002		4.561105		0
1986		10		27		0		0		0		1.2		2.40002		2.646285		0
1986		10		28		0		0		0		16.3	2.40002		5.168274		13.89998
1986		10		29		0		0		0		0		2.40002		3.521084		0
1986		10		30		0		0		0		0		2.40002		2.138684		0
1986		10		31		0		0		0		0		2.40002		1.101979		0
1986		11		1		0		0		0		0		2.40002		0.7759895		0
1986		11		2		0		0		0		0		2.99		0.6145579		0
1986		11		3		0		0		0		17.8	2.99		1.526021		14.81
1986		11		4		0		0		0		2.5		2.99		2.209169		0
1986		11		5		0		0		0		0		2.99		0.9839368		0
1986		11		6		0		0		0		0		2.99		0.7005789		0
1986		11		7		0		0		0		0		2.99		0.5494737		0
1986		11		8		0		0		0		0		2.99		0.4349368		0
1986		11		9		0		0		0		6.7		2.99		0.5958947		3.71
1986		11		10		0		0		0		0		2.99		0.5257895		0
1986		11		11		0		0		0		0		2.99		0.3549789		0
1986		11		12		0		0		0		2.3		2.99		0.2370316		0
1986		11		13		0		0		0		16.9	2.99		1.479979		13.91
1986		11		14		0		0		0		12.8	2.99		3.079421		9.81
1986		11		15		0		0		0		5.8		2.99		2.204811		2.81
1986		11		16		0		0		0		0		2.99		0.9837474		0
1986		11		17		0		0		0		0		2.99		0.4806947		0
1986		11		18		0		0		0		0		2.99		0.3232421		0
1986		11		19		0		0		0		8		2.99		0.5644421		5.01
1986		11		20		0		0		0		0		2.99		0.4644947		0
1986		11		21		0		0		0		0		2.99		0.2669684		0
1986		11		22		0		0		0		0		2.99		0.2197895		0
1986		11		23		0		0		0		0		2.99		0.1450421		0
1986		11		24		0		0		0		10.1	2.99		0.4530316		7.11
1986		11		25		0		0		0		12.7	2.99		1.695221		9.71
1986		11		26		0		0		0		0.6		2.99		0.8919474		0
1986		11		27		0		0		0		0.3		2.99		0.2919789		0
1986		11		28		0		0		0		3.7		2.99		0.2235789		0.71
1986		11		29		0		0		0		7.9		2.99		0.3365053		4.91
1986		11		30		0		0		0		13.4	2.99		1.787116		10.41
1986		12		1		0		0		0		9.8		2.99		1.406558		6.81
1986		12		2		0		0		0		0		3.69		0.9129789		0
1986		12		3		0		0		0		0.2		3.69		0.3095052		0
1986		12		4		0		0		0		0		3.69		0.2094632		0
1986		12		5		0		0		0		0		3.69		0.1652211		0
1986		12		6		0		0		0		0		3.69		0.1329158		0
1986		12		7		0		0		0		0		3.69		0.1077158		0
1986		12		8		0		0		0		0		3.69		0.05418948		0
1986		12		9		0		0		0		0		3.69		0.00981052		0
1986		12		10		0		0		0		0		3.69		0.0024			0
1986		12		11		0		0		0		0		3.69		0.0024			0
1986		12		12		0		0		0		0		3.69		0.0024			0
1986		12		13		0		0		0		0		3.69		0.0024			0
1986		12		14		0		0		0		0		3.69		0.0024			0
1986		12		15		0		0		0		13.2	3.69		0.05617895		9.51
1986		12		16		0		0		0		1.3		3.69		0.09341053		0
1986		12		17		0		0		0		10.2	3.69		0.00719473		6.51
1986		12		18		0		0		0		0.4		3.69		0.0024			0
1986		12		19		0		0		0		0		3.69		0.0024			0
1986		12		20		0		0		0		5.5		3.69		0.0024			1.81
1986		12		21		0		0		0		0.7		3.69		0.09512633		0
1986		12		22		0		0		0		28.3	3.69		1.727432		24.61
1986		12		23		0		0		0		5.4		3.69		2.866926		1.71
1986		12		24		0		0		0		13		3.69		1.904495		9.31
1986		12		25		0		0		0		9.4		3.69		1.252421		5.71
1986		12		26		0		0		0		7.9		3.69		2.665326		4.21
1986		12		27		0		0		0		1.6		3.69		0.9065368		0
1986		12		28		0		0		0		0		3.69		0.3822632		0
1986		12		29		0		0		0		0		3.69		0.2119263		0
1986		12		30		0		0		0		47.5	3.69		16.58435		43.81
1986		12		31		0		0		0		14.8	3.69		10.20543		11.11
1987		1		1		0		0		0		0		3.69		3.195287		0
1987		1		2		0		0		0		0		3.83002		1.04291			0
1987		1		3		0		0		0		0		3.83002		0.47572			0
1987		1		4		0		0		0		0		3.83002		0.28918			0
1987		1		5		0		0		0		0		3.83002		0.2116			0
1987		1		6		0		0		0		0		3.83002		0.13449			0
1987		1		7		0		0		0		0		3.83002		0.0893			0
1987		1		8		0		0		0		0		3.83002		0.05116263		0
1987		1		9		0		0		0		0		3.83002		0.00258421		0
1987		1		10		0		0		0		0		3.83002		0.0024			0
1987		1		11		0		0		0		2.2		3.83002		0.0024			0
1987		1		12		0		0		0		4.5		3.83002		0.0024			0.66998
1987		1		13		0		0		0		0.1		3.83002		0.0024			0
1987		1		14		0		0		0		0.8		3.83002		0.0024			0
1987		1		15		0		0		0		17.5	3.83002		0.03962			13.66998
1987		1		16		0		0		0		91.7	3.83002		34.86991		87.86998
1987		1		17		0		0		0		0.4		3.83002		6.56455			0
1987		1		18		0		0		0		27.1	3.83002		2.22941			23.26998
1987		1		19		0		0		0		29.6	3.83002		26.53076		25.76998
1987		1		20		0		0		0		7.4		3.83002		1.8968			3.56998
1987		1		21		0		0		0		2		3.83002		1.04504			0
1987		1		22		0		0		0		5.8		3.83002		1.0081			1.96998
1987		1		23		0		0		0		40.2	3.83002		15.92499		36.36998
1987		1		24		0		0		0		42.4	3.83002		27.82889		38.56998
1987		1		25		0		0		0		5.7		3.83002		13.89204		1.86998
1987		1		26		0		0		0		6.1		3.83002		4.68693			2.26998
1987		1		27		0		0		0		2.6		3.83002		3.2985			0
1987		1		28		0		0		0		0		3.83002		1.85496			0
1987		1		29		0		0		0		52.6	3.83002		23.02734		48.76998
1987		1		30		0		0		0		0		3.83002		10.91222		0
1987		1		31		0		0		0		0		3.83002		2.54178			0
1987		2		1		0		0		0		1.6		3.83002		1.37639			0
1987		2		2		0		0		0		0		3.59002		0.93518			0
1987		2		3		0		0		0		2.7		3.59002		0.65521			0
1987		2		4		0		0		0		2.2		3.59002		0.50967			0
1987		2		5		0		0		0		51.8	3.59002		18.54024		48.20998
1987		2		6		0		0		0		7.2		3.59002		5.84281			3.60998
1987		2		7		0		0		0		1.8		3.59002		3.58778			0
1987		2		8		0		0		0		0.5		3.59002		1.67574			0
1987		2		9		0		0		0		0		3.59002		0.93506			0
1987		2		10		0		0		0		0		3.59002		0.57234			0
1987		2		11		0		0		0		0		3.59002		0.41423			0
1987		2		12		0		0		0		0.2		3.59002		0.30127			0
1987		2		13		0		0		0		16.8	3.59002		0.93645			13.20998
1987		2		14		0		0		0		9.3		3.59002		1.98418			5.70998
1987		2		15		0		0		0		0.5		3.59002		0.76386			0
1987		2		16		0		0		0		0		3.59002		0.40465			0
1987		2		17		0		0		0		0		3.59002		0.35258			0
1987		2		18		0		0		0		2.9		3.59002		0.33629			0
1987		2		19		0		0		0		10.4	3.59002		1.1145			6.80998
1987		2		20		0		0		0		0		3.59002		0.37039			0
1987		2		21		0		0		0		0		3.59002		0.29671			0
1987		2		22		0		0		0		0		3.59002		0.17745			0
1987		2		23		0		0		0		0.1		3.59002		0.12888			0
1987		2		24		0		0		0		49.8	3.59002		13.59666		46.20998
1987		2		25		0		0		0		0		3.59002		2.44479			0
1987		2		26		0		0		0		0		3.59002		0.91889			0
1987		2		27		0		0		0		0.2		3.59002		0.6333			0
1987		2		28		0		0		0		8.4		3.59002		1.02326			4.80998
1987		3		1		0		0		0		2.5		3.59002		0.55342			0
1987		3		2		0		0		0		0		2.82		0.38575			0
1987		3		3		0		0		0		5.5		2.82		0.55107			2.68
1987		3		4		0		0		0		0		2.82		0.4354			0
1987		3		5		0		0		0		0		2.82		0.32009			0
1987		3		6		0		0		0		0		2.82		0.28637			0
1987		3		7		0		0		0		0		2.82		0.22709			0
1987		3		8		0		0		0		0		2.82		0.16267			0
1987		3		9		0		0		0		0		2.82		0.17453			0
1987		3		10		0		0		0		23.9	2.82		1.18342			21.08
1987		3		11		0		0		0		17.2	2.82		8.62975			14.38
1987		3		12		0		0		0		8.1		2.82		2.47768			5.28
1987		3		13		0		0		0		0.2		2.82		2.13459			0
1987		3		14		0		0		0		4		2.82		1.20678			1.18
1987		3		15		0		0		0		0		2.82		0.93789			0
1987		3		16		0		0		0		0		2.82		0.66716			0
1987		3		17		0		0		0		1.7		2.82		0.50928			0
1987		3		18		0		0		0		0.6		2.82		0.4703			0
1987		3		19		0		0		0		0		2.82		0.42494			0
1987		3		20		0		0		0		0		2.82		0.19239			0
1987		3		21		0		0		0		0		2.82		0.19915			0
1987		3		22		0		0		0		0		2.82		0.33882			0
1987		3		23		0		0		0		0		2.82		0.19811			0
1987		3		24		0		0		0		4.4		2.82		0.27771			1.58
1987		3		25		0		0		0		5.1		2.82		0.63866			2.28
1987		3		26		0		0		0		21		2.82		2.54158			18.18
1987		3		27		0		0		0		0		2.82		1.68748			0
1987		3		28		0		0		0		0		2.82		0.61749			0
1987		3		29		0		0		0		0		2.82		0.43022			0
1987		3		30		0		0		0		0.1		2.82		0.38426			0
1987		3		31		0		0		0		25.4	2.82		2.31368			22.58
1987		4		1		0		0		0		50.4	2.82		35.01164		47.58
1987		4		2		0		0		0		5		1.88998		13.53811		3.11002
1987		4		3		0		0		0		1		1.88998		6.06515			0
1987		4		4		0		0		0		1.7		1.88998		4.04138			0
1987		4		5		0		0		0		0.4		1.88998		2.56349			0
1987		4		6		0		0		0		0		1.88998		1.86203			0
1987		4		7		0		0		0		0		1.88998		1.5586			0
1987		4		8		0		0		0		0		1.88998		1.49634			0
1987		4		9		0		0		0		5.9		1.88998		0.93371			4.01002
1987		4		10		0		0		0		38.2	1.88998		17.32405		36.31002
1987		4		11		0		0		0		0		1.88998		5.66009			0
1987		4		12		0		0		0		0		1.88998		2.52218			0
1987		4		13		0		0		0		0		1.88998		1.4789			0
1987		4		14		0		0		0		0		1.88998		1.11485			0
1987		4		15		0		0		0		0		1.88998		0.90688			0
1987		4		16		0		0		0		0		1.88998		0.65212			0
1987		4		17		0		0		0		0		1.88998		0.51578			0
1987		4		18		0		0		0		0		1.88998		0.43928			0
1987		4		19		0		0		0		0		1.88998		0.44423			0
1987		4		20		0		0		0		0		1.88998		0.31563			0
1987		4		21		0		0		0		26.1	1.88998		0.87669			24.21002
1987		4		22		0		0		0		79.8	1.88998		52.99665		77.91002
1987		4		23		0		0		0		3.4		1.88998		10.38827		1.51002
1987		4		24		0		0		0		27.9	1.88998		8.99741			26.01002
1987		4		25		0		0		0		0.1		1.88998		1.91342			0
1987		4		26		0		0		0		1.8		1.88998		0.74801			0
1987		4		27		0		0		0		1.1		1.88998		0.42163			0
1987		4		28		0		0		0		0.2		1.88998		0.5926			0
1987		4		29		0		0		0		4.3		1.88998		1.55006			2.41002
1987		4		30		0		0		0		0		1.88998		1.39462			0
1987		5		1		0		0		0		26		1.88998		4.59651			24.11002
1987		5		2		0		0		0		22.6	1.23		25.96472		21.37
1987		5		3		0		0		0		0		1.23		3.45395			0
1987		5		4		0		0		0		0		1.23		1.87315			0
1987		5		5		0		0		0		32		1.23		10.837			30.77
1987		5		6		0		0		0		1.1		1.23		7.38977			0
1987		5		7		0		0		0		0.8		1.23		4.06283			0
1987		5		8		0		0		0		0		1.23		2.77199			0
1987		5		9		0		0		0		0		1.23		1.85229			0
1987		5		10		0		0		0		0		1.23		1.33632			0
1987		5		11		0		0		0		0		1.23		1.07382			0
1987		5		12		0		0		0		0		1.23		0.91695			0
1987		5		13		0		0		0		0		1.23		0.84701			0
1987		5		14		0		0		0		0		1.23		0.72815			0
1987		5		15		0		0		0		0		1.23		0.62643			0
1987		5		16		0		0		0		0		1.23		0.57144			0
1987		5		17		0		0		0		0.3		1.23		0.56903			0
1987		5		18		0		0		0		23.2	1.23		3.78577			21.97
1987		5		19		0		0		0		24.7	1.23		9.09449			23.47
1987		5		20		0		0		0		36.2	1.23		29.38649		34.97
1987		5		21		0		0		0		0		1.23		9.41286			0
1987		5		22		0		0		0		0.9		1.23		4.38739			0
1987		5		23		0		0		0		0		1.23		2.85751			0
1987		5		24		0		0		0		0		1.23		1.97051			0
1987		5		25		0		0		0		0		1.23		1.48966			0
1987		5		26		0		0		0		0		1.23		1.26826			0
1987		5		27		0		0		0		0		1.23		1.11419			0
1987		5		28		0		0		0		0		1.23		0.95348			0
1987		5		29		0		0		0		71.8	1.23		31.8733			70.57
1987		5		30		0		0		0		1.6		1.23		14.74569		0.37
1987		5		31		0		0		0		12		1.23		4.56725			10.77
1987		6		1		0		0		0		33.3	1.23		20.91315		32.07
1987		6		2		0		0		0		5.6		0.9			12.09813		4.7
1987		6		3		0		0		0		3		0.9			4.63029			2.1
1987		6		4		0		0		0		13.2	0.9			6.03872			12.3
1987		6		5		0		0		0		20.5	0.9			17.03891		19.6
1987		6		6		0		0		0		0.2		0.9			7.2608			0
1987		6		7		0		0		0		0		0.9			4.00391			0
1987		6		8		0		0		0		0		0.9			2.90812			0
1987		6		9		0		0		0		0		0.9			2.09821			0
1987		6		10		0		0		0		0		0.9			1.60785			0
1987		6		11		0		0		0		0		0.9			1.28592			0
1987		6		12		0		0		0		0		0.9			1.08207			0
1987		6		13		0		0		0		0		0.9			0.99007			0
1987		6		14		0		0		0		3.3		0.9			0.91064			2.4
1987		6		15		0		0		0		75.2	0.9			42.20661		74.3
1987		6		16		0		0		0		16.4	0.9			17.60823		15.5
1987		6		17		0		0		0		0		0.9			7.09072			0
1987		6		18		0		0		0		0.3		0.9			3.84012			0
1987		6		19		0		0		0		0.3		0.9			2.83385			0
1987		6		20		0		0		0		13.6	0.9			4.73262			12.7
1987		6		21		0		0		0		0.5		0.9			3.85475			0
1987		6		22		0		0		0		0		0.9			2.77343			0
1987		6		23		0		0		0		0		0.9			2.0324			0
1987		6		24		0		0		0		0		0.9			1.45182			0
1987		6		25		0		0		0		1.1		0.9			1.24946			0.2
1987		6		26		0		0		0		0.5		0.9			1.15101			0
1987		6		27		0		0		0		0.7		0.9			1.01535			0
1987		6		28		0		0		0		2.5		0.9			0.88973			1.6
1987		6		29		0		0		0		0		0.9			0.794			0
1987		6		30		0		0		0		38.5	0.9			12.84787		37.6
1987		7		1		0		0		0		8.3		0.9			11.40914		7.4
1987		7		2		0		0		0		0.8		0.97		4.02259			0
1987		7		3		0		0		0		0		0.97		2.83336			0
1987		7		4		0		0		0		0		0.97		2.02656			0
1987		7		5		0		0		0		0.8		0.97		1.65824			0
1987		7		6		0		0		0		0		0.97		1.23281			0
1987		7		7		0		0		0		0		0.97		1.00575			0
1987		7		8		0		0		0		2.1		0.97		0.88427			1.13
1987		7		9		0		0		0		3.7		0.97		1.35555			2.73
1987		7		10		0		0		0		5.2		0.97		1.69951			4.23
1987		7		11		0		0		0		0		0.97		1.28106			0
1987		7		12		0		0		0		0		0.97		0.99745			0
1987		7		13		0		0		0		0		0.97		2.84964			0
1987		7		14		0		0		0		0		0.97		4.8929			0
1987		7		15		0		0		0		0		0.97		3.19505			0
1987		7		16		0		0		0		0		0.97		2.34531			0
1987		7		17		0		0		0		0		0.97		1.73847			0
1987		7		18		0		0		0		0.4		0.97		1.3406			0
1987		7		19		0		0		0		1.7		0.97		1.23502			0.73
1987		7		20		0		0		0		2.3		0.97		1.0208			1.33
1987		7		21		0		0		0		21.5	0.97		3.78142			20.53
1987		7		22		0		0		0		7.6		0.97		6.25261			6.63
1987		7		23		0		0		0		1.8		0.97		5.59176			0.83
1987		7		24		0		0		0		0		0.97		3.44291			0
1987		7		25		0		0		0		0		0.97		2.43191			0
1987		7		26		0		0		0		0		0.97		1.82245			0
1987		7		27		0		0		0		0		0.97		1.41245			0
1987		7		28		0		0		0		1.1		0.97		1.07416			0.13
1987		7		29		0		0		0		5.6		0.97		1.37756			4.63
1987		7		30		0		0		0		1.7		0.97		1.21043			0.73
1987		7		31		0		0		0		0		0.97		0.96931			0
1987		8		1		0		0		0		10.6	0.97		1.15955			9.63
1987		8		2		0		0		0		31.8	1.42		15.01369		30.38
1987		8		3		0		0		0		0.3		1.42		5.67845			0
1987		8		4		0		0		0		0		1.42		3.01072			0
1987		8		5		0		0		0		33.9	1.42		10.43981		32.48
1987		8		6		0		0		0		35.9	1.42		33.52786		34.48
1987		8		7		0		0		0		0.6		1.42		7.00606			0
1987		8		8		0		0		0		18		1.42		5.6644			16.58
1987		8		9		0		0		0		0		1.42		4.21935			0
1987		8		10		0		0		0		1.5		1.42		2.68547			0.0800000000000001
1987		8		11		0		0		0		3.6		1.42		2.13014			2.18
1987		8		12		0		0		0		8.2		1.42		2.22924			6.78
1987		8		13		0		0		0		0.7		1.42		2.47737			0
1987		8		14		0		0		0		0		1.42		1.75971			0
1987		8		15		0		0		0		0		1.42		1.39102			0
1987		8		16		0		0		0		0		1.42		1.14638			0
1987		8		17		0		0		0		0		1.42		0.88824			0
1987		8		18		0		0		0		14.1	1.42		2.28449			12.68
1987		8		19		0		0		0		0		1.42		2.04953			0
1987		8		20		0		0		0		0.3		1.42		1.57498			0
1987		8		21		0		0		0		0		1.42		1.26362			0
1987		8		22		0		0		0		30.9	1.42		5.78831			29.48
1987		8		23		0		0		0		28.7	1.42		21.84315		27.28
1987		8		24		0		0		0		0.4		1.42		6.69352			0
1987		8		25		0		0		0		0		1.42		3.12378			0
1987		8		26		0		0		0		1.9		1.42		2.33958			0.48
1987		8		27		0		0		0		8.8		1.42		3.03932			7.38
1987		8		28		0		0		0		0		1.42		2.87544			0
1987		8		29		0		0		0		0		1.42		1.99188			0
